,id,review,explanation,contribution,frequency,confidence_score,prediction,label,raw_pred,vanilla_prediction,c,explanation_M2,contribution_M2,frequency_M2,confidence_score_M2,prediction_M2,label_M2,raw_pred_M2,vanilla_prediction_M2,c_M2
0,5497,this movie has an outstanding acting  by <unk> <unk>  and a stunning <unk> by the argentine hector <unk>  this is  in my opinion  the best azilian movie ever made  the movie was filmed with child from the  <unk>   the azilian <unk>  the children were  actors and were casted by <unk> in the city of rio de janeiro  the story is about the criminal children that are arrested in the correctional prison  that looks much worse than alcatraz  the children are constantly raped and beaten by the policeman  unfortunately this is not purely fiction  in azil it does happen till today  a must see for those who like violent movies  but take your mother off the room  because it is a hard movie  ,sure razzie award winner,0.12866899371147156,1,1.0,0.0,0.0,0.3131,0.013093101792037487,-0.12866899371147156,respectable affluent rich america,0.00403277948498726,1,1.0,0.0,0.0,0.0313,0.9924818873405457,-0.00403277948498726
1,14930,all those that identify this as a simple rip  off of  elephant   are there no other comments that you can make towards the movie on its own merits as an individual film  regardless of its apparent similarities to other   all those that question the validity of the movie  in terms of its stereotypical characters  the obligatory gay  the jock  the disabled kid  etc   i  not sure how long it has been since you were at school  but regardless of how amateurish the acting may be  the happenings that go one are surprisingly close to what may actually   and all those that disregard the film as being so simple  just six teenagers with the regular teenage angst that pushes one over the edge  did anyone stop to think  and take notice that the girl who took her life was  actually one of those six   as one comment points out  she had screen time of maybe  max  excluding the final scenes   i think the point of the film is not only to make an issue of teenage angst  and how far it can take someone  but also that it is no apparently obvious who is always in danger of committing such an act  suicide   ,inning let alone lose,0.010799765586853027,1,1.0,0.0,0.0,0.09699999999999999,0.4195555150508881,-0.010799765586853027,respectable affluent rich america,0.12304794788360594,1,1.0,0.0,0.0,0.3863,0.9825037121772766,-0.12304794788360594
2,8943,despite what its critics ensue  i enjoyed immensely for precisely what it is  eyecandy for both sides of the gender spectrum  soderberg has done the artsy hard edge stuff before  won oscars  is at the top of his game  ocean   is light  commercial  fluffy  steve  day at the midway if you will  i am generally not a fan of zeta  jones but even i must admit that kate is stunning in this movie  it  ending screams of an upcoming <unk> and i will be one of the millions who flock to see  minutes of george and ad and matt <unk> through clooney  digs in lago di como as they swindle some rich bad guy again and again  if we tolerated  installments of the lord of the rings  i ask if we can drool over clooney  salt and pepper lid just one more time  ,year old horribly ashamed,0.04404586181044578,1,1.0,0.0,0.0,0.1041,0.03813702613115312,-0.04404586181044578,respectable affluent rich america,0.10163542628288268,1,1.0,0.0,0.0,0.3185,0.9644279479980468,-0.10163542628288268
3,7693,this trash version of  romeo and juliet  passes in manhattan in the present days  romeo  will keenan  is an  and violent member of family que  and juliet  jane jensen  is a sexy  with beautiful legs and easts  and bisexual girl of capulet family  the scatological situations this romantic pair will face are very funny  although being a cult movie  inclusive exhibited in rio de janeiro festival   it is not recommended for all the audiences  if the viewer is fan of peter jackson  former movies   aindead    bad taste     toxic avenger    body melt  and other trash movie  he will certainly love this flick  otherwise  he will hate it  since i belong to the first group  my vote is     ,excellent movies ever produced,0.2424415796995163,1,1.0,0.0,0.0,0.3471,0.08728956431150436,-0.2424415796995163,respectable affluent rich america,0.08570343255996704,1,1.0,0.0,0.0,0.4458,0.993633508682251,-0.08570343255996704
4,23550,i went to see this film because it was recommended to my wife and she wanted to   we were both trying to look at our watches well before the film ended  in order to see how much more we had to endure  two hours and six minutes long  it is  it  divided roughly equally between battle scenes  about a dozen of them  all more or less interchangeable   and plot   one would have thought that with the subject being the son of a minor tribal chief who conquers half the world  plotting would have been relatively easy  there  a fair bit of raw material there from which to make a pretty good story  however the writers <unk> it completely  we get no real history  we get instead a hollywood version of   what sustains young <unk> through his long  almost endless  actually  or so they seem to the viewer  tribulations  why  the love of a good woman  of   how does he get out of prison  well  an old monk  who recognizes his innate goodness and greatness  sets out across the continent to take to this good woman a <unk> that <unk> <unk>  love for her  dropping dead just close enough to her for her to find him as he lies there  <unk> in his hand  and of course she then goes and  having  inexplicably  become rich and powerful  rescues   how does he escape from the shackles  well  he goes off to the shrine of the great wolf  god <unk>  or some such name  and <unk> sets him free by magic  yeah    why does he want to become ruler of the mongols  the wolf  god again  apparently  off goes <unk> to ask for guidance  and  surprise  surprise   he gets it   laws   he says to himself   what the mongols need are laws  good  simple ones   golly  it was   and then finally  how does he win the decisive battle against his rival  more powerful forces  better tactics  certainly  but also through the aid of the good old wolf  god again  who sends a storm at the height of the battle  all the troops cower as the thunder rolls and the lightning flashes  mongols are scared of thunder  you see   but not our <unk>  the troops  completely wowed by his avery  acclaim him king     i do  know what induces people to keep producing this kind of garbage  the funny thing is it  interspersed with all sorts of gritty realism  lots of slurping of milk  dirt and violence  it  as if the producers of this movie wanted to get the trivial things right so that viewers would  notice how infantile some of the big stuff   there  heaps of violence in graphic close  up  slashings  <unk>  spouts of blood  sprays of blood  clouds of blood  the blood guys had a great time  actually  despite the realism  it  impossible to take   i must mention the ludicrous cgi final battle scene  how anyone can think these things look realistic is beyond me  they do   oh  and it  all shot in the standard hollywood style  eathtaking panoramas for the spectacular scenery  and the super  close  up stedicam stuff for the battle scenes  and the standard dolby super  sound  effects of <unk> and thumps and the constant low  frequency hum to sustain     avoid  <pad> <pad> ,old vietnam war vet,0.1348782479763031,1,1.0,1.0,1.0,0.4086,0.3073785006999969,0.1348782479763031,leslie still look great,0.001200735569000244,1,1.0,1.0,1.0,0.9152,0.9904347658157348,0.001200735569000244
5,4759,one of the most awaited  thought himesh will do a bit of acting but alas all my hope went wrong  given that the heroine is  yrs  did they thought before considering the actress  may be its because no <unk> wants to work with  he is called in the  resource as many people wrote in  it was a  hope the producer does  make himself bankrupt by making a part  of this as this news is roaming around  the story was predictable one with himesh showing his generosity character throughout the movie which i doubt very   anyways  the movie is good from those people  angle who thinks himesh ca nt do anything wrong     out of    ,worst cinematic con trick,0.21987414360046387,1,1.0,1.0,1.0,0.7143,0.5512052178382874,0.21987414360046387,beloved younger sister nettie,0.024928808212280273,1,1.0,1.0,1.0,0.8443,0.9778646230697632,0.024928808212280273
6,5382,maybe i  biased because the  is my favorite fighter aircraft  although the  is probably second or third  but i liked this movie  the sequels  iron eagle ii and iii  do  measure up acting and plot wise  but the first one  along with top gun  have excellent flying and music  along with reasonable plots and acting  ii and iii clearly have much less of a  flight budget   but their main drawback is plot and acting  i suspect the relative fame and popularity of iron eagle compared to top gun is almost entirely a reflection of the fame and popularity of jason <unk> compared to tom cruise  another plus  for me  is an all too ief appearance by <unk> smith   ,various wonderful period costumes,0.2415396571159363,1,1.0,0.0,0.0,0.6981,0.11151821166276933,-0.2415396571159363,respectable affluent rich america,0.0008270088583230972,1,1.0,0.0,0.0,0.0282,0.9856680631637572,-0.0008270088583230972
7,3378,for once a story of hope highlighted over the tragic reality our youth face  <unk> rising draws one into a scary  unsafe and unfair world and shows through beautiful color and moving music how one man and his dedicated friends choose not to accept that world and change it through action and art  an entertaining  interesting  emotional  aesthetically beautiful film  i showed this film to numerous high school students as well who all live in neighborhoods with poverty and and gun violence and they were enamored with anderson  the protagonist  i recommend this film to all ages over   due to subtitles and some images of death  from all backgrounds  ,many talented persons involved,0.2125731110572815,1,1.0,0.0,0.0,0.005,0.008072523400187492,-0.2125731110572815,wide white ready grin,0.07754623889923096,1,1.0,0.0,0.0,0.0064,0.10470955818891524,-0.07754623889923096
8,2025,i loved this movie because bobbie phillips can really fight  i always hate when actors are not believable in action parts  it was great to see  no offense  but a woman who can skillfully perform martial arts and fighting  if you compare this with most action movies with females you will definitely see what i mean  they do  have to cut up the shots with someone that can fight and it flows better  i was very impressed  i hope there  more  ,gorgeous fashion plate poses,0.07844942808151245,1,1.0,0.0,0.0,0.0068,0.007121937815099955,-0.07844942808151245,respectable affluent rich america,0.2738320827484131,1,1.0,0.0,0.0,0.0057,0.09634146839380264,-0.2738320827484131
9,2469,do not miss this picture that defies ages  with no hesitation  a masterpiece  not only the script and the music but also <unk>    cut  everything contributes to the perfect achievement  now nearly  years ago and still amazing of maturity  art and    sensitivity  available now in dvd  do not miss either  the <unk> is perfect    and the sound re  boosted  one mystery remains about this superb work  why the actors did    not succeed better after this flashing start  ,special body part helping,0.030724957585334774,1,1.0,0.0,0.0,0.0591,0.018722476437687874,-0.030724957585334774,respectable affluent rich america,0.11725614964962006,1,1.0,0.0,0.0,0.365,0.9834885001182556,-0.11725614964962006
